simulation_id,mean_daily_return,daily_std,estimated_standard_error,sample_sharpe
1,0.0001624839545843968,0.010482570485476538,0.0006603398715542031,0.24606109911547197
2,0.0001518624876366642,0.00986160332242886,0.0006212226171313114,0.24445743514287432
3,0.00023293257021699747,0.00938649562628708,0.000591293645465502,0.39393721208287114
4,0.0006329928494728846,0.00988551447040209,0.0006227288778717693,1.0164822476776625
5,0.0011103081420139958,0.01009509132372941,0.0006359309786922347,1.7459569972472446
6,0.0005258113819220228,0.010268377488195451,0.000646846980997601,0.8128837226867615
7,0.0008358858673917349,0.010133517984599145,0.0006383516307964237,1.3094442421159986
8,-0.0007878112585662416,0.009277827822523977,0.0005844482172684369,-1.347957330160527
9,0.0006886122152324272,0.010300751686126906,0.0006488863637743108,1.0612215846655293
10,-0.00010412850987582487,0.009730484785919305,0.0006129629257057155,-0.16987733761538645
11,0.00015028230259610595,0.00977019469419622,0.000615464414798237,0.24417707828871282
12,-0.00035290166778758215,0.009410641905381417,0.0005928147180743395,-0.5952984246644969
13,0.0002972756477475681,0.010215017626758045,0.0006434856256795952,0.46197713808076235
14,0.0005606259684233825,0.00967385705115396,0.0006093957137176672,0.9199703178140833
15,-0.0007842525396148909,0.009944239488946044,0.0006264282063195063,-1.2519432102565429
16,-1.926415896646219e-05,0.009239491708513934,0.0005820332690802656,-0.0330980375003367
17,0.0003319050805979983,0.011002651354914636,0.000693101886844095,0.4788691055354988
18,0.00011378850286430594,0.010096687565255379,0.0006360315324567611,0.17890387041784214
19,0.0009228474629709618,0.009360035460001737,0.0005896268116645394,1.5651382276286379
20,0.0005601187794101865,0.010408911490126425,0.0006556997909942207,0.8542305291281135
21,-0.00035415960713668245,0.010356119075069548,0.0006523741814382446,-0.5428780249333153
22,0.0008796226179280458,0.010169011989627313,0.0006405875429473334,1.3731497398168497
23,0.0006097695856848029,0.009866251512995947,0.0006215154256143339,0.9811012897742305
24,0.0005352481562697323,0.009953299096850075,0.000626998907974026,0.8536668078087075
25,-0.0006612605652314148,0.010171766901092776,0.0006407610860573718,-1.0319923909552267
26,0.00016320326679210629,0.01098739685503402,0.0006921409436760289,0.23579484537544856
27,0.0006659755908877579,0.009926666664916798,0.0006253212224572567,1.065013575376102
28,-0.0002880551957891423,0.00998829462606806,0.0006292034191004518,-0.45780933009067853
29,0.0009806056293440492,0.010258087201820176,0.0006461987538864435,1.5174984839360601
30,-0.0003924731824925486,0.010154935584202766,0.0006397008127543079,-0.6135261588971704
31,-0.00017606217485611634,0.010400695785451233,0.0006551822502462276,-0.2687224429385098
32,0.001002022714718278,0.009993177184475274,0.0006295109913696717,1.5917477668469397
33,-0.0006382244472646321,0.009440258923611354,0.00059468041485557,-1.073222576902314
34,0.0004977678725190053,0.009857561954664598,0.0006209680348917688,0.8015998321165814
35,-0.00027693635400792506,0.010429605763001074,0.0006570034076511166,-0.4215143342985283
36,0.00030187066891050113,0.010066778587224035,0.0006341474439367842,0.47602599647250726
37,6.385577526738235e-07,0.01043574833042142,0.0006573903530274424,0.0009713524844608835
38,0.00040160539567454947,0.010291221064105441,0.0006482859910193452,0.6194880056610159
39,-0.000917024797595088,0.009887766673699805,0.0006228707533438578,-1.4722553477941862
40,-0.0008973927506066504,0.009128755258847548,0.0005750575284400875,-1.5605269146565839
41,0.0009924499854730767,0.010606673738329318,0.0006681576416480751,1.4853530418736263
42,-0.0006086101586900818,0.010463378119279592,0.000659130866124965,-0.923352538879123
43,0.0005211604090662995,0.010398466477687898,0.000655041817057237,0.7956139524154394
44,0.0006897792594369154,0.009685957491580284,0.0006101579698158197,1.1304929109507984
45,-0.0009204301171200141,0.008727639555412706,0.0005497896141960083,-1.6741496990008018
46,9.479386491658734e-06,0.00963139407980785,0.0006067207979531274,0.01562396826289622
47,-0.0017898323418513511,0.00985554875259052,0.0006208412150816037,-2.8829148232629733
48,-0.00039779076799865656,0.010444122090953831,0.0006579178503585655,-0.6046207254930999
49,-0.0001750147327790455,0.009927056545510769,0.0006253457826261295,-0.2798687344529197
50,0.0011871099687274494,0.010248389772059243,0.0006455878732315876,1.8388046274555794
51,7.477620025436046e-05,0.009907675266390713,0.0006241248768013201,0.11980967757220842
52,-0.0001325636939396513,0.00980364057641706,0.0006175713073395585,-0.2146532592498893
53,0.0005280007389872066,0.009828402821182032,0.0006191311821384114,0.8528091529222447
54,0.0005867664757208364,0.00973568791291477,0.0006132906918978557,0.9567509885158392
55,-8.132138787057456e-05,0.010680871727658938,0.0006728316756372941,-0.12086438676292757
56,0.0005416559256366074,0.010547334068538939,0.0006644195938112647,0.8152317160448921
57,-0.0011708144367155763,0.009965054530862154,0.000627739430710921,-1.8651280761344204
58,0.0002066135915517128,0.00977951222764627,0.000616051364234936,0.33538370913000537
59,-0.00011213217150445399,0.009837068817406317,0.0006196770885877467,-0.18095258574107503
60,-0.00042432999540257453,0.009305538349022766,0.0005861938163592574,-0.7238732029587255
61,0.0011262080578777133,0.010036160814966711,0.0006322187055774582,1.7813583304990215
62,0.0006761809058328192,0.009679377772188887,0.0006097434864537667,1.10895962130805
63,-2.0687086626011167e-05,0.01018453084315715,0.0006415651388300189,-0.03224471744792256
64,-0.00047500320744975414,0.010349151198793234,0.0006519352464907828,-0.7286048883023075
65,-0.000893749229463938,0.010258431493294733,0.0006462204422107339,-1.3830407877633875
66,-9.251021635312818e-05,0.010045609176526443,0.0006328138964104123,-0.14618866127606425
67,-0.0005875373705167408,0.009770800145639353,0.0006155025546541764,-0.9545652833997611
68,0.0005795819808149657,0.011218537924074522,0.0007067014624011428,0.8201227981695889
69,-0.0006384692998937153,0.010488943080472015,0.000660741307305731,-0.9662923943671194
70,-2.3252116782589923e-05,0.009667413334581907,0.0006089897977279377,-0.03818145536976246
71,0.00017960027972132748,0.009918997453810946,0.0006248381075682534,0.2874349012103252
72,0.00011120423866932023,0.010464356614975114,0.0006591925055599482,0.1686976683311323
73,-0.00011562287189051761,0.009343907788115885,0.0005886108638303391,-0.19643346563145445
74,-0.00013193573816545198,0.009660441448918419,0.0006085506102128242,-0.21680323041548016
75,0.0005117308046380431,0.010457409585249428,0.0006587548838217402,0.7768151966771878
76,-0.0002686915750588147,0.010788999323494653,0.0006796430739335942,-0.39534218086516937
77,0.0008113398092646192,0.00930385208885379,0.0005860875919532368,1.3843320015711151
78,-0.0008384623083528566,0.010074408052756252,0.0006346280550899886,-1.3211869560887357
79,0.0006378093256649282,0.010262175066225175,0.0006464562651390382,0.9866240920841718
80,-4.9116560464384635e-05,0.009882411822870703,0.0006225334294485803,-0.07889786819623562
81,0.0015266725606304014,0.009520705935042824,0.0005997481002357137,2.5455229621075692
82,0.0008422995798662511,0.010491045406939615,0.0006608737414249675,1.2745242049564498
83,0.000330290652540951,0.009939764649508772,0.0006261463179312214,0.5274975562137404
84,-0.0008719367832206066,0.010094522256851505,0.0006358951308484657,-1.3711958795111292
85,-0.0005667167467715589,0.009664639341422152,0.0006088150525841447,-0.9308520615022615
86,-0.00030419621700642494,0.010314440722423428,0.0006497486920059472,-0.4681751894987125
87,-8.554567905294804e-05,0.01091969436173391,0.0006878760874757645,-0.12436204806430635
88,5.433274977593817e-05,0.010168577142870026,0.0006405601501764238,0.08482068352359068
89,0.0005006158386398026,0.010349187108579643,0.0006519375085946988,0.7678893023334681
90,-0.00012351218335567084,0.01039225977531089,0.0006546508315583951,-0.18866879472473946
91,-0.0008076685751788946,0.009767826847936424,0.0006153152545042786,-1.3126093807467576
92,-0.00046923480363833265,0.010129364326807857,0.0006380899749500662,-0.7353740413725395
93,-0.002050754383765211,0.00950559826881988,0.0005987964067186547,-3.4247940714994316
94,-0.0009800795009705047,0.010175036372228143,0.0006409670433798215,-1.5290637967945153
95,-0.0004416056215283671,0.010655500503421119,0.0006712334387375198,-0.6579017016180764
96,0.0004260242872401452,0.009860431959539458,0.0006211488282051121,0.6858650743513371
97,3.1784577887630096e-05,0.010405245213384344,0.0006554688372680996,0.0484913638611771
98,-0.0005292889430020192,0.011251840576042393,0.0007087993322846171,-0.7467401828610698
99,-0.0002850572452062569,0.009558052630404842,0.0006021007209075707,-0.47343780750931275
100,0.0008837666275620163,0.010010309192278449,0.0006305902064198245,1.4014912038986471
101,0.0006846771971150776,0.00957954450788654,0.0006034545819319622,1.1345960700523325
102,-0.00016021419143955867,0.009740590712442881,0.0006135995392378411,-0.2611054624300444
103,-0.0014598420817545903,0.010393592741936242,0.0006547348005630768,-2.229669295872337
104,-0.0007674854727577263,0.010627281887813684,0.0006694558330413341,-1.1464318254888366
105,4.818108699877201e-06,0.010572626222779024,0.0006660128497693684,0.0072342578698679
106,-0.00028238565144270535,0.009832722980605299,0.0006194033266016999,-0.45589947505123773
107,0.0006346307224289873,0.010363349449879523,0.0006528296522390298,0.9721230036846134
108,0.0005311263473694607,0.010754772058942735,0.0006774869589321088,0.7839654186209732
109,-0.0007496035615852828,0.01001785170744465,0.0006310653402148174,-1.1878382693781195
110,-0.001056865179059585,0.010075441331451922,0.000634693145529602,-1.665159276578784
111,-0.00022765783309061793,0.010277138486410166,0.0006473988720098109,-0.35165003050417415
112,-0.0006006594160517647,0.009173771547167583,0.0005778932880553731,-1.0393950379195445
113,0.00033476003722202844,0.010487134779138584,0.0006606273950289756,0.5067304803600305
114,0.000157216936638598,0.009113502365083377,0.0005740966864478474,0.27385097379913204
115,-0.00030071233237878743,0.009959300939771593,0.0006273769885401786,-0.47931680292977336
116,0.0007729331817433175,0.010094157971418842,0.0006358721830232022,1.2155480336763123
117,0.0012778098619723277,0.010747078510391597,0.0006770023109281584,1.887452732946321
118,-0.00040023974961170814,0.00986274178239163,0.0006212943333679565,-0.6442031226038392
119,-3.23585842511894e-05,0.010386445756385957,0.0006542845827918904,-0.049456437003470945
120,-0.00034706390493514705,0.009101530427584133,0.0005733425252732138,-0.6053343152415936
121,0.0011823732856284512,0.009615410777037129,0.000605713944518347,1.952032467353304
122,0.00021168308157994164,0.009640703539539663,0.0006073072387933834,0.34856011596456526
123,0.000594860368741935,0.009505643722295688,0.0005987992700184931,0.993422000537114
124,-0.00043965759509350603,0.010070588316736968,0.0006343874343380614,-0.6930427232567393
125,0.0006985655257497942,0.009886869904724527,0.0006228142622083324,1.1216273745448093
126,-0.0006153138318089361,0.010934912498506167,0.0006888347399833159,-0.8932677115324344
127,-0.00045828583986178467,0.010557376844714398,0.0006650522292453825,-0.6890975170202642
128,0.0008079254143645426,0.009888008829223043,0.0006228860077079789,1.297067849280239
129,0.00011654615390035793,0.009807107421077927,0.0006177896980254333,0.18865020616701822
130,0.0008466516794807283,0.010036748795424506,0.0006322557448647699,1.339096854963041
131,3.71556717755479e-05,0.010249954024292851,0.0006456864118601092,0.05754445361256548
132,0.0008240341008654293,0.010186107114680251,0.0006416644346026102,1.2842134555513625
133,0.0007157816465692793,0.009570457366643576,0.0006028821458401193,1.1872662866335741
134,0.0006657268226966038,0.010370125093301902,0.0006532564776549361,1.0190895084369218
135,-0.000529393512163479,0.008875668261860998,0.000559114546199836,-0.9468426742992764
136,0.0004759065210777558,0.01007179735204573,0.0006344635964036158,0.750092714184671
137,0.0004060507723998131,0.009892780039279158,0.0006231865656903915,0.6515717679985181
